-18.5940485,-69.4784541,Arica  y  Parinacota,4,124,1.50  %,1
-19.923194,-69.51320319999999,Tarapaca,0,62,0.75  %,0
-23.6509279,-70.39750219999999,Antofagasta,21,176,2.13  %,1
-23.8634189,-69.1328491,Atacama,0,13,0.16  %,0
-29.9590009,-71.3389183,Coquimbo,0,66,0.80  %,0
-33.047238,-71.61268849999999,Valparaiso,14,299,3.61  %,2
-33.4375545,-70.6504896,Metropolitana,248,4334,52.39  %,41
-48.48218079999999,-72.5882957,O'Higgins,1,54,0.65  %,0
-35.5183364,-71.6884912,Maule,10,152,1.84  %,4
-36.7225743,-71.7622481,Nuble,12,634,7.66  %,8
-37.4464428,-72.1416132,Biobio,14,542,6.55  %,2
-38.948921,-72.331113,Araucania,10,826,9.98  %,21
-40.2310217,-72.331113,Los  Rios,2,150,1.81  %,3
-41.9197779,-72.1416132,Los  Lagos,5,390,4.71  %,5
-46.378345,-72.3007623,Aysen,0,7,0.08  %,0
-52.3680467,-70.98628459999999,Magallanes,15,444,5.37  %,6
-33.33878,-70.709953,Total,356,8273,100%,94
