-18.5940485,-69.4784541,Arica  y  Parinacota,8,142,1.46  %,2
-19.923194,-69.51320319999999,Tarapaca,8,81,0.83  %,0
-23.6509279,-70.39750219999999,Antofagasta,15,226,2.32  %,1
-23.8634189,-69.1328491,Atacama,0,13,0.13  %,0
-29.9590009,-71.3389183,Coquimbo,0,68,0.70  %,0
-33.047238,-71.61268849999999,Valparaiso,14,359,3.69%,4
-33.4375545,-70.6504896,Metropolitana,277,5192,53.36  %,58
-48.48218079999999,-72.5882957,O'Higgins,0,55,0.57  %,0
-35.5183364,-71.6884912,Maule,53,276,2.84  %,8
-36.7225743,-71.7622481,Nuble,11,667,6.86  %,12
-37.4464428,-72.1416132,Biobio,28,606,6.23  %,3
-38.948921,-72.331113,Araucania,37,944,9.70  %,23
-40.2310217,-72.331113,Los  Rios,2,156,1.60  %,3
-41.9197779,-72.1416132,Los  Lagos,4,416,4.28  %,6
-46.378345,-72.3007623,Aysen,0,7,0.07  %,0
-52.3680467,-70.98628459999999,Magallanes,21,522,5.36  %,6
-33.33878,-70.709953,Total,478,9730,100%,126
