-18.5940485,-69.4784541,Arica  y  Parinacota,9,170,1.57  %,2
-19.923194,-69.51320319999999,Tarapaca,11,104,0.96  %,0
-23.6509279,-70.39750219999999,Antofagasta,28,291,2.69  %,1
-23.8634189,-69.1328491,Atacama,0,13,0.12  %,0
-29.9590009,-71.3389183,Coquimbo,0,69,0.64  %,0
-33.047238,-71.61268849999999,Valparaiso,15,403,3.72  %,6
-33.4375545,-70.6504896,Metropolitana,145,5788,53.43  %,69
-48.48218079999999,-72.5882957,O'Higgins,1,57,0.53  %,1
-35.5183364,-71.6884912,Maule,12,316,2.92  %,10
-36.7225743,-71.7622481,Nuble,7,694,6.41  %,13
-37.4464428,-72.1416132,Biobio,10,636,5.87  %,4
-38.948921,-72.331113,Araucania,47,1092,10.08  %,25
-40.2310217,-72.331113,Los  Rios,5,167,1.54  %,3
-41.9197779,-72.1416132,Los  Lagos,8,432,3.99  %,6
-46.378345,-72.3007623,Aysen,0,7,0.06  %,0
-52.3680467,-70.98628459999999,Magallanes,27,593,5.47  %,7
-33.33878,-70.709953,Total,325,10832,100%,147
