-18.5940485,-69.4784541,Arica  y  Parinacota,3,145,1.44  %,2
-19.923194,-69.51320319999999,Tarapaca,9,90,0.89  %,0
-23.6509279,-70.39750219999999,Antofagasta,23,249,2.47  %,1
-23.8634189,-69.1328491,Atacama,0,13,0.13  %,0
-29.9590009,-71.3389183,Coquimbo,0,68,0.67  %,0
-33.047238,-71.61268849999999,Valparaiso,22,381,3.78%,5
-33.4375545,-70.6504896,Metropolitana,189,5381,53.34  %,63
-48.4674467,-72.5591917,O'Higgins,0,55,0.55  %,0
-35.5183364,-71.6884912,Maule,26,302,2.99  %,8
-36.7225743,-71.7622481,Nuble,11,678,6.72  %,13
-37.4464428,-72.1416132,Biobio,10,616,6.11  %,3
-38.948921,-72.331113,Araucania,28,972,9.64  %,23
-40.2310217,-72.331113,Los  Rios,1,157,1.56  %,3
-41.9197779,-72.1416132,Los  Lagos,5,421,4.17  %,6
-46.378345,-72.3007623,Aysen,0,7,0.07  %,0
-52.3680467,-70.98628459999999,Magallanes,31,553,5.48  %,6
-33.33878,-70.709953,Total,358,10088,100%,133
